,gbifID,identifier,species,genus,family,class,phylum,file_name
9073,779860815,http://www.tierstimmenarchiv.de/recordings/Oryx_dammah_V2105_07_short.mp3,Oryx dammah,Oryx,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Oryx/Oryx_dammah/779860815.mp3
14213,779848003,http://www.tierstimmenarchiv.de/recordings/Canis_aureus_S0264_04_short.mp3,Canis anthus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_anthus/779848003.mp3
8796,779861681,http://www.tierstimmenarchiv.de/recordings/Panthera_tigris_S1329_01_short.mp3,Panthera tigris,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_tigris/779861681.mp3
3133,1142105499,http://www.tierstimmenarchiv.de/recordings/Psophia_viridis_Lue0044_04_short.mp3,Psophia viridis,Psophia,Psophiidae,Aves,Chordata,Chordata/Aves/Psophiidae/Psophia/Psophia_viridis/1142105499.mp3
7820,779863909,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_V1311b_17_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863909.mp3
13892,779849135,http://www.tierstimmenarchiv.de/recordings/Carduelis_carduelis_PF00676_short.mp3,Carduelis carduelis,Carduelis,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Carduelis/Carduelis_carduelis/779849135.mp3
14214,779848002,http://www.tierstimmenarchiv.de/recordings/Canis_aureus_S0249_04_short.mp3,Canis anthus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_anthus/779848002.mp3
6605,779867094,http://www.tierstimmenarchiv.de/recordings/Sylvia_borin_CoMC0015_06_short.mp3,Sylvia borin,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_borin/779867094.mp3
4606,1052802723,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1443_18_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/1052802723.mp3
12015,779853767,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0150_12_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853767.mp3
5541,893395268,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_scirpaceus_V1826_30_Spur2_short.mp3,Acrocephalus scirpaceus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_scirpaceus/893395268.mp3
2991,1143514572,http://www.tierstimmenarchiv.de/recordings/Calidris_ferruginea_Lue0046_05_short.mp3,Calidris ferruginea,Calidris,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Calidris/Calidris_ferruginea/1143514572.mp3
9649,779859146,http://www.tierstimmenarchiv.de/recordings/Luscinia_svecica_DIG0112_16_short.mp3,Luscinia svecica,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_svecica/779859146.mp3
6406,779867620,http://www.tierstimmenarchiv.de/recordings/Tadorna_tadorna_V1826_01_short.mp3,Tadorna tadorna,Tadorna,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Tadorna/Tadorna_tadorna/779867620.mp3
12056,779853726,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0138_09_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853726.mp3
5604,779869803,http://www.tierstimmenarchiv.de/recordings/Vulpes_corsac_S0769_03_short.mp3,Vulpes corsac,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_corsac/779869803.mp3
2929,1143514692,http://www.tierstimmenarchiv.de/recordings/Charadrius_morinellus_Lue0048_01_short.mp3,Charadrius morinellus,Charadrius,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Charadrius/Charadrius_morinellus/1143514692.mp3
1144,1230244846,http://www.tierstimmenarchiv.de/recordings/Lonchura_striata_Lue0082_02_short.mp3,Lonchura striata,Lonchura,Estrildidae,Aves,Chordata,Chordata/Aves/Estrildidae/Lonchura/Lonchura_striata/1230244846.mp3
13955,779849037,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0083_10_short.mp3,Caprimulgus europaeus,Caprimulgus,Caprimulgidae,Aves,Chordata,Chordata/Aves/Caprimulgidae/Caprimulgus/Caprimulgus_europaeus/779849037.mp3
13858,779849189,http://www.tierstimmenarchiv.de/recordings/Carduelis_spinus_PF00795_short.mp3,Spinus spinus,Spinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Spinus/Spinus_spinus/779849189.mp3
14937,779846442,http://www.tierstimmenarchiv.de/recordings/Apus_apus_PF00402_short.mp3,Apus apus,Apus,Apodidae,Aves,Chordata,Chordata/Aves/Apodidae/Apus/Apus_apus/779846442.mp3
12669,779852656,http://www.tierstimmenarchiv.de/recordings/Picoides_major_CoMC0001_15_short.mp3,Dendrocopos major,Dendrocopos,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dendrocopos/Dendrocopos_major/779852656.mp3
4664,991952340,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_N0019_07_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/991952340.mp3
1150,1230244840,http://www.tierstimmenarchiv.de/recordings/Lagonosticta_senegala_Lue0082_01_short.mp3,Lagonosticta senegala,Lagonosticta,Estrildidae,Aves,Chordata,Chordata/Aves/Estrildidae/Lagonosticta/Lagonosticta_senegala/1230244840.mp3
13545,779849757,http://www.tierstimmenarchiv.de/recordings/Cervus_nippon_V1954_16_short.mp3,Cervus nippon,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_nippon/779849757.mp3
4014,1052811562,http://www.tierstimmenarchiv.de/recordings/Passer_domesticus_Tre_N0047_10_short.mp3,Passer domesticus,Passer,Passeridae,Aves,Chordata,Chordata/Aves/Passeridae/Passer/Passer_domesticus/1052811562.mp3
8574,779862479,http://www.tierstimmenarchiv.de/recordings/Pelobates_fuscus_DIG0147_21_short.mp3,Pelobates fuscus,Pelobates,Pelobatidae,Amphibia,Chordata,Chordata/Amphibia/Pelobatidae/Pelobates/Pelobates_fuscus/779862479.mp3
3508,1062497174,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_Ski0072_41_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1062497174.mp3
2860,1143514929,http://www.tierstimmenarchiv.de/recordings/Goura_victoria_Lue0053_03_short.mp3,Goura victoria,Goura,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Goura/Goura_victoria/1143514929.mp3
14174,779848085,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_S0251_02_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848085.mp3
15246,779846098,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_PF00368_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846098.mp3
39,1482861259,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Bru_DAT0120_49_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1482861259.mp3
8067,779863430,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_collybita_DIG0007_27_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863430.mp3
7258,779864939,http://www.tierstimmenarchiv.de/recordings/Ptilinopus_ornatus_V2095_23_short.mp3,Ptilinopus ornatus,Ptilinopus,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Ptilinopus/Ptilinopus_ornatus/779864939.mp3
2719,1143515370,http://www.tierstimmenarchiv.de/recordings/Poecile_montanus_Kr0067_06_short.mp3,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/1143515370.mp3
11682,779854232,http://www.tierstimmenarchiv.de/recordings/Equus_asinus_f_asinus_S1120_04_short.mp3,Equus asinus,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_asinus/779854232.mp3
15950,779844641,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_schoenobaenus_DIG0037_03_short.mp3,Acrocephalus schoenobaenus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_schoenobaenus/779844641.mp3
12671,779852650,http://www.tierstimmenarchiv.de/recordings/Dendrocygna_bicolor_V2099_06_short.mp3,Dendrocygna bicolor,Dendrocygna,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Dendrocygna/Dendrocygna_bicolor/779852650.mp3
753,1249269177,http://www.tierstimmenarchiv.de/recordings/Hippolais_icterina_Lue0092_03_short.mp3,Hippolais icterina,Hippolais,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/1249269177.mp3
5210,893490040,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_Tre_P0144_06_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/893490040.mp3
13692,779849578,http://www.tierstimmenarchiv.de/recordings/Cereopsis_novaehollandiae_V2131_07_short.mp3,Cereopsis novaehollandiae,Cereopsis,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Cereopsis/Cereopsis_novaehollandiae/779849578.mp3
1112,1230246785,http://www.tierstimmenarchiv.de/recordings/Passer_melanurus_Lue0083_02_short.mp3,Passer melanurus,Passer,Passeridae,Aves,Chordata,Chordata/Aves/Passeridae/Passer/Passer_melanurus/1230246785.mp3
3802,1052813413,http://www.tierstimmenarchiv.de/recordings/Sturnus_vulgaris_Tre_N0149_06_short.mp3,Sturnus vulgaris,Sturnus,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Sturnus/Sturnus_vulgaris/1052813413.mp3
1276,1230044225,http://www.tierstimmenarchiv.de/recordings/Amadina_fasciata_Lue0082_02_short.mp3,Amadina fasciata,Amadina,Estrildidae,Aves,Chordata,Chordata/Aves/Estrildidae/Amadina/Amadina_fasciata/1230044225.mp3
11703,779854185,http://www.tierstimmenarchiv.de/recordings/Enhydra_lutris_DIG0022_06_short.mp3,Enhydra lutris,Enhydra,Mustelidae,Mammalia,Chordata,Chordata/Mammalia/Mustelidae/Enhydra/Enhydra_lutris/779854185.mp3
3354,1099280012,http://www.tierstimmenarchiv.de/recordings/Oenanthe_leucura_Kr0031_04_short.mp3,Oenanthe leucura,Oenanthe,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Oenanthe/Oenanthe_leucura/1099280012.mp3
2436,1143570924,http://www.tierstimmenarchiv.de/recordings/Vanellus_chilensis_Lue0048_08_short.mp3,Vanellus chilensis,Vanellus,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Vanellus/Vanellus_chilensis/1143570924.mp3
4399,1052806654,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_Tre_N0094_06_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1052806654.mp3
14542,779847121,http://www.tierstimmenarchiv.de/recordings/Bos_taurus_f_taurus_S1166_08_short.mp3,Bos taurus,Bos,Bovidae,Mammalia,Chordata,Chordata/Mammalia/Bovidae/Bos/Bos_taurus/779847121.mp3
15694,779844988,http://www.tierstimmenarchiv.de/recordings/Alauda_arvensis_Co0075_01_short.mp3,Alauda arvensis,Alauda,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Alauda/Alauda_arvensis/779844988.mp3
5061,893491994,http://www.tierstimmenarchiv.de/recordings/Zalophus_californianus_V2064_07_short.mp3,Zalophus californianus,Zalophus,Otariidae,Mammalia,Chordata,Chordata/Mammalia/Otariidae/Zalophus/Zalophus_californianus/893491994.mp3
3567,1060760589,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Tre_N0046_08_short.mp3,Turdus pilaris,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_pilaris/1060760589.mp3
8641,779862301,http://www.tierstimmenarchiv.de/recordings/Passer_domesticus_V2011_11_short.mp3,Passer domesticus,Passer,Passeridae,Aves,Chordata,Chordata/Aves/Passeridae/Passer/Passer_domesticus/779862301.mp3
13241,779850869,http://www.tierstimmenarchiv.de/recordings/Larus_ridibundus_V1542_20_short.mp3,Chroicocephalus ridibundus,Chroicocephalus,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Chroicocephalus/Chroicocephalus_ridibundus/779850869.mp3
16128,779844361,http://www.tierstimmenarchiv.de/recordings/Sturnus_melanopterus_V2100_02_short.mp3,Acridotheres melanopterus,Acridotheres,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Acridotheres/Acridotheres_melanopterus/779844361.mp3
10184,779857889,http://www.tierstimmenarchiv.de/recordings/Hylochoerus_meinertzhageni_Band2_Cut27_short.mp3,Hylochoerus meinertzhageni,Hylochoerus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Hylochoerus/Hylochoerus_meinertzhageni/779857889.mp3
5571,779870376,http://www.tierstimmenarchiv.de/recordings/Vulpes_zerda_S1124_05_short.mp3,Vulpes zerda,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_zerda/779870376.mp3
11532,779854599,http://www.tierstimmenarchiv.de/recordings/Eudchr12_short.mp3,Eudyptes chrysocome,Eudyptes,Spheniscidae,Aves,Chordata,Chordata/Aves/Spheniscidae/Eudyptes/Eudyptes_chrysocome/779854599.mp3
8300,779863082,http://www.tierstimmenarchiv.de/recordings/Fa_B0004_2_Phylloscopus_collybita_001_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863082.mp3
4333,1052807385,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Tre_N0067_06_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1052807385.mp3
13467,779849979,http://www.tierstimmenarchiv.de/recordings/Carduelis_chloris_PF03637_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779849979.mp3
11446,779854737,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_S0595_03_short.mp3,Felis silvestris,Felis,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Felis/Felis_silvestris/779854737.mp3
8889,779861298,http://www.tierstimmenarchiv.de/recordings/Panthera_leo_V2121_16_short.mp3,Panthera leo,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_leo/779861298.mp3
598,1249269363,http://www.tierstimmenarchiv.de/recordings/Poospiza_nigrorufa_Lue0088_02_short.mp3,Poospiza nigrorufa,Poospiza,Thraupidae,Aves,Chordata,Chordata/Aves/Thraupidae/Poospiza/Poospiza_nigrorufa/1249269363.mp3
2346,1228009935,http://www.tierstimmenarchiv.de/recordings/Lorius_chlorocercus_Lue0056_01_short.mp3,Lorius chlorocercus,Lorius,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Lorius/Lorius_chlorocercus/1228009935.mp3
11628,779854424,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_CoMC0013_18_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/779854424.mp3
12132,779853650,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0107_10_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853650.mp3
4744,991951262,http://www.tierstimmenarchiv.de/recordings/Sylvia_cantillans_DIG0182_11_short.mp3,Sylvia cantillans,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_cantillans/991951262.mp3
14131,779848485,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1454_12_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848485.mp3
12110,779853672,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0111_03_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853672.mp3
10824,779856136,http://www.tierstimmenarchiv.de/recordings/Fringilla_montifringilla_DIG0003_02_short.mp3,Fringilla montifringilla,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_montifringilla/779856136.mp3
5751,779869190,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S1423_39_short.mp3,Ursus arctos,Ursus,Ursidae,Mammalia,Chordata,Chordata/Mammalia/Ursidae/Ursus/Ursus_arctos/779869190.mp3
1863,1229953101,http://www.tierstimmenarchiv.de/recordings/Corvus_corone_Lue0078_08_short.mp3,Corvus corone,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_corone/1229953101.mp3
11680,779854234,http://www.tierstimmenarchiv.de/recordings/Equus_asinus_f_asinus_S1174_07_short.mp3,Equus asinus,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_asinus/779854234.mp3
5906,779868938,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_CoMC0001_08_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779868938.mp3
14000,779848987,http://www.tierstimmenarchiv.de/recordings/Capreolus_capreolus_Arth0186_09_short.mp3,Capreolus capreolus,Capreolus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Capreolus/Capreolus_capreolus/779848987.mp3
15991,779844576,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_Tre_P0011_02_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844576.mp3
16096,779844395,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_PF00024_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844395.mp3
12443,779853058,http://www.tierstimmenarchiv.de/recordings/Dryocopus_martius_V1673_14_short.mp3,Dryocopus martius,Dryocopus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dryocopus/Dryocopus_martius/779853058.mp3
5338,893480660,http://www.tierstimmenarchiv.de/recordings/Loxia_pytyopsittacus_V1997_08_short.mp3,Loxia pytyopsittacus,Loxia,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Loxia/Loxia_pytyopsittacus/893480660.mp3
10836,779856124,http://www.tierstimmenarchiv.de/recordings/Fringilla_montifringilla_DIG0002_06_short.mp3,Fringilla montifringilla,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_montifringilla/779856124.mp3
1994,1229950866,http://www.tierstimmenarchiv.de/recordings/Branta_leucopsis_Lue0064_03_short.mp3,Branta leucopsis,Branta,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Branta/Branta_leucopsis/1229950866.mp3
11524,779854607,http://www.tierstimmenarchiv.de/recordings/Eudchr21_short.mp3,Eudyptes chrysocome,Eudyptes,Spheniscidae,Aves,Chordata,Chordata/Aves/Spheniscidae/Eudyptes/Eudyptes_chrysocome/779854607.mp3
9973,779858590,http://www.tierstimmenarchiv.de/recordings/Bradypterus_thoracicus_DIG0145_51_short.mp3,Locustella thoracica,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_thoracica/779858590.mp3
7981,779863609,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_sibilatrix_DIG0143_26_short.mp3,Phylloscopus sibillatrix,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_sibillatrix/779863609.mp3
2756,1143515209,http://www.tierstimmenarchiv.de/recordings/Phaps_elegans_Lue0053_01_short.mp3,Phaps elegans,Phaps,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Phaps/Phaps_elegans/1143515209.mp3
14417,779847393,http://www.tierstimmenarchiv.de/recordings/Bucephala_clangula_PF00587_short.mp3,Bucephala clangula,Bucephala,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Bucephala/Bucephala_clangula/779847393.mp3
5508,893456635,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_70_short.mp3,Caprimulgus europaeus,Caprimulgus,Caprimulgidae,Aves,Chordata,Chordata/Aves/Caprimulgidae/Caprimulgus/Caprimulgus_europaeus/893456635.mp3
13529,779849782,http://www.tierstimmenarchiv.de/recordings/Charadrius_dubius_CoMC0013_20_short.mp3,Charadrius dubius,Charadrius,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Charadrius/Charadrius_dubius/779849782.mp3
5098,893491622,http://www.tierstimmenarchiv.de/recordings/Uncia_uncia_S1177_08_short.mp3,Uncia uncia,Uncia,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Uncia/Uncia_uncia/893491622.mp3
15193,779846160,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_CoMC0004_17_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846160.mp3
12475,779853024,http://www.tierstimmenarchiv.de/recordings/Dryocopus_martius_Co0149_05_short.mp3,Dryocopus martius,Dryocopus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dryocopus/Dryocopus_martius/779853024.mp3
3157,1142105115,http://www.tierstimmenarchiv.de/recordings/Grus_grus_Lue0044_05_short.mp3,Grus grus,Grus,Gruidae,Aves,Chordata,Chordata/Aves/Gruidae/Grus/Grus_grus/1142105115.mp3
7105,779865459,http://www.tierstimmenarchiv.de/recordings/Rangifer_tarandus_V2064_01_short.mp3,Rangifer tarandus,Rangifer,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Rangifer/Rangifer_tarandus/779865459.mp3
8394,779862952,http://www.tierstimmenarchiv.de/recordings/Phoenicurus_phoenicurus_Co0061_15_short.mp3,Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/779862952.mp3
